,Name,FS_id,Rating,RatingCount,LikesCount,PhotosCount,TipsCount,CheckinsCount,VisitsCounts,UsersCounts
0,Lake Clark National Park,4e78f620cc3f8eb9a06c1d9a,Null,Null,0,1,1,3,3,2
